case,year,month,gen_id,bus_id,plant_name_kor,unit_name,unit_number,pmax_mw,gen_type,fuel_cost_source_period,fuel_cost_source_type,fuel_cost_source_fuel,fuel_cost_krw_per_gcal,heat_source_classification,heat_qhc_gcal_per_mw2h,heat_lhc_gcal_per_mwh,heat_nlhc_gcal_per_h,gencost_a_1000krw_per_mw2h,gencost_b_1000krw_per_mwh,gencost_c_1000krw_per_h,final_cost_function_1000krw_per_h
KPG193_ver2_0_11th_basic_plan_2024,2024,12,11,9,노원열병합,#1,1,37,LNG,2024/12,actual,LNG,82687.26,LNG,0.00299829526196,1.13261111173,7.95354424543,0.23304557069,88.0333589064,618.197374086,0.23304557069*P^2 + 88.0333589064*P + 618.197374086
KPG193_ver2_0_11th_basic_plan_2024,2024,12,12,10,일산복합,#1,1,600,LNG,2024/12,actual,LNG,82687.26,LNG,0.000188451395213,1.0715714307,122.025483172,0.0171407824646,97.4658360491,11098.9481391,0.0171407824646*P^2 + 97.4658360491*P + 11098.9481391
KPG193_ver2_0_11th_basic_plan_2024,2024,12,13,10,일산복합,#2,2,300,LNG,2024/12,actual,LNG,82687.26,LNG,0.000376595548172,1.05428017236,60.0282182526,0.0292712747661,81.9450064014,4665.75475659,0.0292712747661*P^2 + 81.9450064014*P + 4665.75475659
KPG193_ver2_0_11th_basic_plan_2024,2024,12,14,19,서울복합,#1,1,369.173,LNG,2024/12,actual,LNG,82687.26,LNG,0.000304250015939,1.06553898283,74.6581859275,0.0245182575009,85.8674044033,6016.39615852,0.0245182575009*P^2 + 85.8674044033*P + 6016.39615852
KPG193_ver2_0_11th_basic_plan_2024,2024,12,15,19,서울복합,#2,2,369.173,LNG,2024/12,actual,LNG,82687.26,LNG,0.000278288750738,1.04207411304,73.0140934634,0.0224261459089,83.97646705,5883.90550846,0.0224261459089*P^2 + 83.97646705*P + 5883.90550846
KPG193_ver2_0_11th_basic_plan_2024,2024,12,16,20,하남열병합,#1,1,363.811,LNG,2024/12,actual,LNG,82687.26,LNG,0.000297996855372,1.06078605516,73.2456415454,0.0239482797111,85.249225637,5886.32758946,0.0239482797111*P^2 + 85.249225637*P + 5886.32758946
KPG193_ver2_0_11th_basic_plan_2024,2024,12,17,21,신인천복합,#1,1,450,LNG,2024/12,actual,LNG,82687.26,LNG,0.000215966151864,0.973891141774,83.1765856153,0.0181255140907,81.7363159023,6980.80862009,0.0181255140907*P^2 + 81.7363159023*P + 6980.80862009
KPG193_ver2_0_11th_basic_plan_2024,2024,12,18,21,신인천복합,#2,2,450,LNG,2024/12,actual,LNG,82687.26,LNG,0.000239177450002,1.08999990667,93.0930230999,0.0200735819144,91.4810422681,7813.07111032,0.0200735819144*P^2 + 91.4810422681*P + 7813.07111032
KPG193_ver2_0_11th_basic_plan_2024,2024,12,19,21,신인천복합,#3,3,450,LNG,2024/12,actual,LNG,82687.26,LNG,0.000248264883171,1.10964244789,94.7706228246,0.0208362680878,93.1295929996,7953.86797681,0.0208362680878*P^2 + 93.1295929996*P + 7953.86797681
KPG193_ver2_0_11th_basic_plan_2024,2024,12,20,21,신인천복합,#4,4,450,LNG,2024/12,actual,LNG,82687.26,LNG,0.000270263736091,1.07814972322,92.0809409929,0.0226825783319,90.4864851797,7728.12951955,0.0226825783319*P^2 + 90.4864851797*P + 7728.12951955
KPG193_ver2_0_11th_basic_plan_2024,2024,12,21,24,목동열병합,#1,1,21,LNG,2024/12,actual,LNG,82687.26,LNG,0.00559902951228,1.10089203418,4.38775311563,0.435190304487,85.5679611107,341.042605727,0.435190304487*P^2 + 85.5679611107*P + 341.042605727
KPG193_ver2_0_11th_basic_plan_2024,2024,12,22,26,부천복합,#1,1,450,LNG,2024/12,actual,LNG,82687.26,LNG,0.000230762793728,1.01737896448,86.8907261939,0.0193673602701,85.386143139,7292.52740941,0.0193673602701*P^2 + 85.386143139*P + 7292.52740941
KPG193_ver2_0_11th_basic_plan_2024,2024,12,23,27,인천공항열병합,#1,1,127,LNG,2024/12,actual,LNG,82687.26,LNG,0.000835273544874,1.08713511695,26.203868112,0.0649224919295,84.498690626,2036.72249225,0.0649224919295*P^2 + 84.498690626*P + 2036.72249225
KPG193_ver2_0_11th_basic_plan_2024,2024,12,24,27,송도열병합,#1,1,187.3,LNG,2024/12,actual,LNG,82687.26,LNG,0.000640108407074,1.04968923339,37.3144186096,0.0497530816669,81.5881709671,2900.30141132,0.0497530816669*P^2 + 81.5881709671*P + 2900.30141132
KPG193_ver2_0_11th_basic_plan_2024,2024,12,25,34,서인천복합,#1,1,225,LNG,2024/12,actual,LNG,82687.26,LNG,0.000490219335207,1.04053763754,44.4343131292,0.0381028000097,80.8768538044,3453.70250647,0.0381028000097*P^2 + 80.8768538044*P + 3453.70250647
KPG193_ver2_0_11th_basic_plan_2024,2024,12,26,34,서인천복합,#2,2,225,LNG,2024/12,actual,LNG,82687.26,LNG,0.000476123396838,1.07179692743,45.7691856268,0.03700717876,83.3065141331,3557.4568388,0.03700717876*P^2 + 83.3065141331*P + 3557.4568388
KPG193_ver2_0_11th_basic_plan_2024,2024,12,27,34,서인천복합,#3,3,225,LNG,2024/12,actual,LNG,82687.26,LNG,0.000492229645897,1.07042097898,45.7104281902,0.0382590534674,83.1995671303,3552.88985685,0.0382590534674*P^2 + 83.1995671303*P + 3552.88985685
KPG193_ver2_0_11th_basic_plan_2024,2024,12,28,34,서인천복합,#4,4,225,LNG,2024/12,actual,LNG,82687.26,LNG,0.000485058194709,1.03737052561,44.2990672353,0.0377016450773,80.6306867857,3443.19038083,0.0377016450773*P^2 + 80.6306867857*P + 3443.19038083
KPG193_ver2_0_11th_basic_plan_2024,2024,12,29,34,서인천복합,#5,5,225,LNG,2024/12,actual,LNG,82687.26,LNG,0.000464043608508,1.08475815272,46.3226717503,0.0360682648375,84.3139386467,3600.47711474,0.0360682648375*P^2 + 84.3139386467*P + 3600.47711474
KPG193_ver2_0_11th_basic_plan_2024,2024,12,30,34,서인천복합,#6,6,225,LNG,2024/12,actual,LNG,82687.26,LNG,0.000424451028282,1.02857476418,43.9234598532,0.0329908909808,79.9470272176,3413.99591228,0.0329908909808*P^2 + 79.9470272176*P + 3413.99591228
KPG193_ver2_0_11th_basic_plan_2024,2024,12,31,34,서인천복합,#7,7,225,LNG,2024/12,actual,LNG,82687.26,LNG,0.000518132232344,1.16679057521,49.8257207664,0.0402723585336,90.6899927182,3872.75518804,0.0402723585336*P^2 + 90.6899927182*P + 3872.75518804
KPG193_ver2_0_11th_basic_plan_2024,2024,12,32,34,서인천복합,#8,8,225,LNG,2024/12,actual,LNG,82687.26,LNG,0.000457091021695,1.1037897527,47.1353824514,0.0355278679052,85.7931892513,3663.64588652,0.0355278679052*P^2 + 85.7931892513*P + 3663.64588652
KPG193_ver2_0_11th_basic_plan_2024,2024,12,33,34,인천복합,#1,1,503.539,LNG,2024/12,actual,LNG,82687.26,LNG,0.000199346732893,1.04599029276,99.9629183234,0.0171777734644,90.1333271643,8613.83751254,0.0171777734644*P^2 + 90.1333271643*P + 8613.83751254
KPG193_ver2_0_11th_basic_plan_2024,2024,12,34,34,인천복합,#2,2,508.908,LNG,2024/12,actual,LNG,82687.26,LNG,0.000216032941963,1.11237560922,107.440716256,0.0186731740043,96.1500737817,9286.82066522,0.0186731740043*P^2 + 96.1500737817*P + 9286.82066522
KPG193_ver2_0_11th_basic_plan_2024,2024,12,35,34,인천복합,#3,3,450,LNG,2024/12,actual,LNG,82687.26,LNG,0.000221371623699,1.06924608759,91.3205130775,0.0185791822005,89.7392246874,7664.30865329,0.0185791822005*P^2 + 89.7392246874*P + 7664.30865329
KPG193_ver2_0_11th_basic_plan_2024,2024,12,36,34,포스코에너지복합,#3,3,450,LNG,2024/12,actual,LNG,82687.26,LNG,0.000218140547759,0.987423174422,84.3323084922,0.0183080058519,82.8720265048,7077.80563147,0.0183080058519*P^2 + 82.8720265048*P + 7077.80563147
KPG193_ver2_0_11th_basic_plan_2024,2024,12,37,34,포스코에너지복합,#4,4,450,LNG,2024/12,actual,LNG,82687.26,LNG,0.000243311658873,1.04830959313,89.5324013994,0.0204205560143,87.9820756063,7514.23678723,0.0204205560143*P^2 + 87.9820756063*P + 7514.23678723
KPG193_ver2_0_11th_basic_plan_2024,2024,12,38,34,포스코에너지복합,#5,5,574.6,LNG,2024/12,actual,LNG,82687.26,LNG,0.000171853570613,0.999211374814,108.96854455,0.0154145490254,89.6250957653,9774.02428242,0.0154145490254*P^2 + 89.6250957653*P + 9774.02428242
KPG193_ver2_0_11th_basic_plan_2024,2024,12,39,34,포스코에너지복합,#6,6,574.6,LNG,2024/12,actual,LNG,82687.26,LNG,0.000167854963735,0.966749795815,105.428461734,0.0150558906539,86.7134274238,9456.49360835,0.0150558906539*P^2 + 86.7134274238*P + 9456.49360835
KPG193_ver2_0_11th_basic_plan_2024,2024,12,40,34,포스코에너지복합,#7,7,375.6,LNG,2024/12,actual,LNG,82687.26,LNG,0.000314766255532,1.09820673824,78.2866747979,0.0254493562759,88.7917750234,6329.60313749,0.0254493562759*P^2 + 88.7917750234*P + 6329.60313749
KPG193_ver2_0_11th_basic_plan_2024,2024,12,41,34,포스코에너지복합,#8,8,375.6,LNG,2024/12,actual,LNG,82687.26,LNG,0.00030723543034,1.07723611299,76.7917645387,0.0248404769886,87.0962663592,6208.73724694,0.0248404769886*P^2 + 87.0962663592*P + 6208.73724694
KPG193_ver2_0_11th_basic_plan_2024,2024,12,42,34,포스코에너지복합,#9,9,375.6,LNG,2024/12,actual,LNG,82687.26,LNG,0.000278009846431,1.06214907408,75.7162711296,0.0224775416859,85.8764550812,6121.78188098,0.0224775416859*P^2 + 85.8764550812*P + 6121.78188098
KPG193_ver2_0_11th_basic_plan_2024,2024,12,43,36,분당복합,#1,1,573.79,LNG,2024/12,actual,LNG,82687.26,LNG,0.000215012399638,1.13492857814,123.594648377,0.0192770756197,101.752755006,11080.9580609,0.0192770756197*P^2 + 101.752755006*P + 11080.9580609
KPG193_ver2_0_11th_basic_plan_2024,2024,12,44,36,분당복합,#2,2,348.274,LNG,2024/12,actual,LNG,82687.26,LNG,0.000303543904682,1.03577415664,68.4643176332,0.0241990806645,82.5738286292,5458.10184125,0.0241990806645*P^2 + 82.5738286292*P + 5458.10184125
KPG193_ver2_0_11th_basic_plan_2024,2024,12,45,36,위례열병합,#1,1,412.6,LNG,2024/12,actual,LNG,82687.26,LNG,0.000270079431099,1.07164584737,83.9186846986,0.0222494992658,88.2835964122,6913.33177796,0.0222494992658*P^2 + 88.2835964122*P + 6913.33177796
KPG193_ver2_0_11th_basic_plan_2024,2024,12,46,36,판교열병합,#1,1,146.314,LNG,2024/12,actual,LNG,82687.26,LNG,0.000738144951046,1.04012403786,28.8834572776,0.0573730724757,80.844706346,2244.99630511,0.0573730724757*P^2 + 80.844706346*P + 2244.99630511
KPG193_ver2_0_11th_basic_plan_2024,2024,12,47,37,논현열병합,#1,1,24,LNG,2024/12,actual,LNG,82687.26,LNG,0.00433503505152,1.09247970847,4.9762567557,0.33694504019,84.914104477,386.784654014,0.33694504019*P^2 + 84.914104477*P + 386.784654014
KPG193_ver2_0_11th_basic_plan_2024,2024,12,48,39,안양열병합,#1,1,481.69,LNG,2024/12,actual,LNG,82687.26,LNG,0.000215807076579,1.04950332115,95.9466038313,0.0183949093255,89.4573001747,8178.27249014,0.0183949093255*P^2 + 89.4573001747*P + 8178.27249014
KPG193_ver2_0_11th_basic_plan_2024,2024,12,49,39,안양열병합,#2,2,481.69,LNG,2024/12,actual,LNG,82687.26,LNG,0.000233001971326,1.07485134308,98.2639443954,0.0198605634399,91.617908494,8375.7973824,0.0198605634399*P^2 + 91.617908494*P + 8375.7973824
KPG193_ver2_0_11th_basic_plan_2024,2024,12,50,40,안산열병합,#1,1,60,LNG,2024/12,actual,LNG,82687.26,LNG,0.0019584365208,1.11895094334,12.7420837841,0.161937749789,92.5229875794,1053.6079948,0.161937749789*P^2 + 92.5229875794*P + 1053.6079948
KPG193_ver2_0_11th_basic_plan_2024,2024,12,51,40,안산복합,#1,1,751.2,LNG,2024/12,actual,LNG,82687.26,LNG,0.000150813001269,1.05839486252,150.89729743,0.0143378680491,100.622133072,14345.8821276,0.0143378680491*P^2 + 100.622133072*P + 14345.8821276
KPG193_ver2_0_11th_basic_plan_2024,2024,12,52,40,영흥화력,#1,1,800,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000196327634148,1.68919347105,55.9190617102,0.00709437562771,61.0396648618,2020.65710333,0.00709437562771*P^2 + 61.0396648618*P + 2020.65710333
KPG193_ver2_0_11th_basic_plan_2024,2024,12,53,40,영흥화력,#2,2,800,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000203967682996,1.72684027287,57.165321461,0.00737045177244,62.4000467279,2065.69118547,0.00737045177244*P^2 + 62.4000467279*P + 2065.69118547
KPG193_ver2_0_11th_basic_plan_2024,2024,12,54,40,영흥화력,#3,3,870,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000164959616414,1.61163309547,58.0197595005,0.00596088007338,58.2369904416,2096.56663726,0.00596088007338*P^2 + 58.2369904416*P + 2096.56663726
KPG193_ver2_0_11th_basic_plan_2024,2024,12,55,40,영흥화력,#4,4,870,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000147097962178,1.68397300874,60.6240398308,0.00531544223152,60.8510214201,2190.67332266,0.00531544223152*P^2 + 60.8510214201*P + 2190.67332266
KPG193_ver2_0_11th_basic_plan_2024,2024,12,56,40,영흥화력,#5,5,870,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000188499884231,1.7631107664,63.4730466427,0.00681151683164,63.7106951572,2293.62329492,0.00681151683164*P^2 + 63.7106951572*P + 2293.62329492
KPG193_ver2_0_11th_basic_plan_2024,2024,12,57,40,영흥화력,#6,6,870,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000152833925354,1.62889998945,58.6413780557,0.00552271349789,58.8609363899,2119.02906618,0.00552271349789*P^2 + 58.8609363899*P + 2119.02906618
KPG193_ver2_0_11th_basic_plan_2024,2024,12,58,43,광교열병합,#1,1,144.788,LNG,2024/12,actual,LNG,82687.26,LNG,0.000734291656715,1.08161988548,29.7225038182,0.0570735712266,84.0700136104,2310.21205701,0.0570735712266*P^2 + 84.0700136104*P + 2310.21205701
KPG193_ver2_0_11th_basic_plan_2024,2024,12,59,43,수원열병합,#1,1,38.9,LNG,2024/12,actual,LNG,82687.26,LNG,0.00334882396026,1.19798583106,8.84462536658,0.276905077497,99.0581658891,731.337837289,0.276905077497*P^2 + 99.0581658891*P + 731.337837289
KPG193_ver2_0_11th_basic_plan_2024,2024,12,60,45,화성열병합,#1,1,511.8,LNG,2024/12,actual,LNG,82687.26,LNG,0.000221153161828,1.11147729344,107.964017188,0.0191474797184,96.2318999093,9347.54363151,0.0191474797184*P^2 + 96.2318999093*P + 9347.54363151
KPG193_ver2_0_11th_basic_plan_2024,2024,12,61,47,평택화력,#1,1,350,LNG,2024/12,actual,LNG,82687.26,LNG,0.0003161939325,1.14313092103,75.9350312384,0.0261452099071,94.5223636816,6278.85967112,0.0261452099071*P^2 + 94.5223636816*P + 6278.85967112
KPG193_ver2_0_11th_basic_plan_2024,2024,12,62,47,평택화력,#2,2,350,LNG,2024/12,actual,LNG,82687.26,LNG,0.000316134487353,1.08121287888,71.8219866357,0.0261402945507,89.4025304316,5938.76328266,0.0261402945507*P^2 + 89.4025304316*P + 5938.76328266
KPG193_ver2_0_11th_basic_plan_2024,2024,12,63,47,평택화력,#3,3,350,LNG,2024/12,actual,LNG,82687.26,LNG,0.000319526631005,1.0738599522,71.3335520153,0.0264207816148,88.7945370711,5898.37596221,0.0264207816148*P^2 + 88.7945370711*P + 5898.37596221
KPG193_ver2_0_11th_basic_plan_2024,2024,12,64,47,평택화력,#4,4,350,LNG,2024/12,actual,LNG,82687.26,LNG,0.000338402940748,1.10865362693,73.6447997729,0.0279816119464,91.6715307002,6089.48670647,0.0279816119464*P^2 + 91.6715307002*P + 6089.48670647
KPG193_ver2_0_11th_basic_plan_2024,2024,12,65,47,평택복합,#2,2,868.5,LNG,2024/12,actual,LNG,82687.26,LNG,0.000120458427697,1.06559587498,175.646909453,0.0112183729869,99.2396481299,16358.1127691,0.0112183729869*P^2 + 99.2396481299*P + 16358.1127691
KPG193_ver2_0_11th_basic_plan_2024,2024,12,66,47,신평택복합,#1,1,863.3,LNG,2024/12,actual,LNG,82687.26,LNG,0.000129188916257,1.01902405766,166.964575395,0.0120425587254,94.990014721,15563.8793368,0.0120425587254*P^2 + 94.990014721*P + 15563.8793368
KPG193_ver2_0_11th_basic_plan_2024,2024,12,67,48,명품오산열병합,#1,1,436.1,LNG,2024/12,actual,LNG,82687.26,LNG,0.000236089113339,1.05166158622,87.0442839043,0.0196787104711,87.6590350823,7255.39283405,0.0196787104711*P^2 + 87.6590350823*P + 7255.39283405
KPG193_ver2_0_11th_basic_plan_2024,2024,12,68,48,동탄열병합,#1,1,378.38,LNG,2024/12,actual,LNG,82687.26,LNG,0.000273988556632,1.05493362148,75.758517235,0.0221839049148,85.4143232766,6133.90487358,0.0221839049148*P^2 + 85.4143232766*P + 6133.90487358
KPG193_ver2_0_11th_basic_plan_2024,2024,12,69,48,동탄열병합,#2,2,378.38,LNG,2024/12,actual,LNG,82687.26,LNG,0.000264533063427,0.993798554726,71.3681917077,0.0214183263638,80.4644285643,5778.43541442,0.0214183263638*P^2 + 80.4644285643*P + 5778.43541442
KPG193_ver2_0_11th_basic_plan_2024,2024,12,70,49,오성복합,#1,1,769.83,LNG,2024/12,actual,LNG,82687.26,LNG,0.000139286184391,1.08177070628,158.05498849,0.0131990946975,102.511200629,14977.6718315,0.0131990946975*P^2 + 102.511200629*P + 14977.6718315
KPG193_ver2_0_11th_basic_plan_2024,2024,12,71,53,GS당진복합,#1,1,500.75,LNG,2024/12,actual,LNG,82687.26,LNG,0.00020510041954,0.990586082877,94.1437165984,0.0176451910215,85.2220619287,8099.3684293,0.0176451910215*P^2 + 85.2220619287*P + 8099.3684293
KPG193_ver2_0_11th_basic_plan_2024,2024,12,72,53,GS당진복합,#2,2,533,LNG,2024/12,actual,LNG,82687.26,LNG,0.000205931461319,1.05114141091,106.332619844,0.0180461771996,92.1135801281,9318.13569192,0.0180461771996*P^2 + 92.1135801281*P + 9318.13569192
KPG193_ver2_0_11th_basic_plan_2024,2024,12,73,53,GS당진복합,#3,3,382,LNG,2024/12,actual,LNG,82687.26,LNG,0.000293194829362,1.08699886223,78.8080554593,0.0237828510215,88.1732193476,6392.61015059,0.0237828510215*P^2 + 88.1732193476*P + 6392.61015059
KPG193_ver2_0_11th_basic_plan_2024,2024,12,74,53,GS당진복합,#4,4,846,LNG,2024/12,actual,LNG,82687.26,LNG,0.000127342815893,1.03700406309,166.505652069,0.0119069039382,96.9627354013,15568.7369597,0.0119069039382*P^2 + 96.9627354013*P + 15568.7369597
KPG193_ver2_0_11th_basic_plan_2024,2024,12,75,53,당진화력,#1,1,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000315464962804,1.79487968645,37.1360614063,0.0113994494623,64.8586774728,1341.92606198,0.0113994494623*P^2 + 64.8586774728*P + 1341.92606198
KPG193_ver2_0_11th_basic_plan_2024,2024,12,76,53,당진화력,#2,2,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000303546008409,1.74358469644,36.0747680433,0.0109687533968,63.0051130039,1303.5758124,0.0109687533968*P^2 + 63.0051130039*P + 1303.5758124
KPG193_ver2_0_11th_basic_plan_2024,2024,12,77,53,당진화력,#3,3,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000299823422592,1.72489296017,35.6880360126,0.0108342363065,62.3296798241,1289.60109965,0.0108342363065*P^2 + 62.3296798241*P + 1289.60109965
KPG193_ver2_0_11th_basic_plan_2024,2024,12,78,53,당진화력,#4,4,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000312619092698,1.70840369873,35.3468731869,0.0112966128361,61.7338339309,1277.27304789,0.0112966128361*P^2 + 61.7338339309*P + 1277.27304789
KPG193_ver2_0_11th_basic_plan_2024,2024,12,79,53,당진화력,#5,5,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000319177626185,1.7689140411,36.598832194,0.0115336080015,63.9203987515,1322.51307487,0.0115336080015*P^2 + 63.9203987515*P + 1322.51307487
KPG193_ver2_0_11th_basic_plan_2024,2024,12,80,53,당진화력,#6,6,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000298439074513,1.7598832989,36.4119861344,0.0107842123488,63.5940693601,1315.76131964,0.0107842123488*P^2 + 63.5940693601*P + 1315.76131964
KPG193_ver2_0_11th_basic_plan_2024,2024,12,81,53,당진화력,#7,7,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000299732809005,1.71666995598,35.5179020527,0.0108309619492,62.0325383606,1283.45324266,0.0108309619492*P^2 + 62.0325383606*P + 1283.45324266
KPG193_ver2_0_11th_basic_plan_2024,2024,12,82,53,당진화력,#8,8,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000292887502875,1.64010756267,33.9338261055,0.0105836041425,59.265926419,1226.21204052,0.0105836041425*P^2 + 59.265926419*P + 1226.21204052
KPG193_ver2_0_11th_basic_plan_2024,2024,12,83,53,당진화력,#9,9,1020,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.00014041462763,1.62442400435,68.5630398869,0.00507393733112,58.6991949227,2477.5521859,0.00507393733112*P^2 + 58.6991949227*P + 2477.5521859
KPG193_ver2_0_11th_basic_plan_2024,2024,12,84,53,당진화력,#10,10,1020,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000156296675421,1.76964316497,74.692392245,0.00564784132206,63.946745927,2699.03872381,0.00564784132206*P^2 + 63.946745927*P + 2699.03872381
KPG193_ver2_0_11th_basic_plan_2024,2024,12,85,57,아산배방열병합,#1,1,101.7,LNG,2024/12,actual,LNG,82687.26,LNG,0.0011971795693,1.19427205476,23.0516693974,0.0930520084143,92.8260188684,1791.71461805,0.0930520084143*P^2 + 92.8260188684*P + 1791.71461805
KPG193_ver2_0_11th_basic_plan_2024,2024,12,86,58,대산복합,#1,1,465.8,LNG,2024/12,actual,LNG,82687.26,LNG,0.000220688924874,1.02361068123,90.4924720884,0.0182481625102,84.6395625375,7482.57456762,0.0182481625102*P^2 + 84.6395625375*P + 7482.57456762
KPG193_ver2_0_11th_basic_plan_2024,2024,12,87,59,태안IGCC,#1,1,346.33,LNG,2024/12,actual,LNG,82687.26,LNG,0.000319308277482,1.07537729589,70.6853048364,0.0254301821275,85.6446337876,5629.4819223,0.0254301821275*P^2 + 85.6446337876*P + 5629.4819223
KPG193_ver2_0_11th_basic_plan_2024,2024,12,88,59,태안화력,#1,1,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000308846216079,1.67960608156,34.7510504766,0.011160278468,60.6932208035,1255.74276188,0.011160278468*P^2 + 60.6932208035*P + 1255.74276188
KPG193_ver2_0_11th_basic_plan_2024,2024,12,89,59,태안화력,#2,2,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000267761393205,1.62793210148,33.6819158089,0.00967566237042,58.8259613806,1217.1091637,0.00967566237042*P^2 + 58.8259613806*P + 1217.1091637
KPG193_ver2_0_11th_basic_plan_2024,2024,12,90,59,태안화력,#3,3,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000293861546873,1.70386445906,35.2529563165,0.0106188016023,61.5698067353,1273.87932515,0.0106188016023*P^2 + 61.5698067353*P + 1273.87932515
KPG193_ver2_0_11th_basic_plan_2024,2024,12,91,59,태안화력,#4,4,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000315513236011,1.75924207837,36.3987192815,0.0114011938334,63.5708986065,1315.28191674,0.0114011938334*P^2 + 63.5708986065*P + 1315.28191674
KPG193_ver2_0_11th_basic_plan_2024,2024,12,92,59,태안화력,#5,5,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000284834940473,1.68931960016,34.9520231803,0.0102926216596,61.0442225866,1263.00498891,0.0102926216596*P^2 + 61.0442225866*P + 1263.00498891
KPG193_ver2_0_11th_basic_plan_2024,2024,12,93,59,태안화력,#6,6,500,Coal,2024/12,actual,유연탄,36135.39,Bituminous,0.000306236055626,1.70189633872,35.2122359059,0.0110659593021,61.4986879392,1272.40787723,0.0110659593021*P^2 + 61.4986879392*P + 1272.40787723
