case,year,month,gen_id,bus_id,plant_name_kor,unit_name,unit_number,pmax_mw,gen_type,fuel_cost_source_period,fuel_cost_source_type,fuel_cost_source_fuel,fuel_cost_krw_per_gcal,heat_source_classification,heat_qhc_gcal_per_mw2h,heat_lhc_gcal_per_mwh,heat_nlhc_gcal_per_h,gencost_a_1000krw_per_mw2h,gencost_b_1000krw_per_mwh,gencost_c_1000krw_per_h,final_cost_function_1000krw_per_h
KPG193_ver2_0_11th_basic_plan_2023,2023,12,38,34,포스코에너지복합,#5,5,574.6,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000171853570613,0.999211374814,108.96854455,0.0161632896127,93.9785119266,10248.7841129,0.0161632896127*P^2 + 93.9785119266*P + 10248.7841129
KPG193_ver2_0_11th_basic_plan_2023,2023,12,39,34,포스코에너지복합,#6,6,574.6,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000167854963735,0.966749795815,105.428461734,0.0157872099026,90.925413287,9915.82982164,0.0157872099026*P^2 + 90.925413287*P + 9915.82982164
KPG193_ver2_0_11th_basic_plan_2023,2023,12,40,34,포스코에너지복합,#7,7,375.6,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000314766255532,1.09820673824,78.2866747979,0.026685523869,93.104713772,6637.05493275,0.026685523869*P^2 + 93.104713772*P + 6637.05493275
KPG193_ver2_0_11th_basic_plan_2023,2023,12,41,34,포스코에너지복합,#8,8,375.6,LNG,2023/12,actual,LNG,86703.6803,LNG,0.00030723543034,1.07723611299,76.7917645387,0.026047069105,91.3268480988,6510.31814727,0.026047069105*P^2 + 91.3268480988*P + 6510.31814727
KPG193_ver2_0_11th_basic_plan_2023,2023,12,42,34,포스코에너지복합,#9,9,375.6,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000278009846431,1.06214907408,75.7162711296,0.0235693574592,90.0477861604,6419.13904362,0.0235693574592*P^2 + 90.0477861604*P + 6419.13904362
KPG193_ver2_0_11th_basic_plan_2023,2023,12,43,36,분당복합,#1,1,573.79,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000215012399638,1.13492857814,123.594648377,0.0202134331413,106.69525559,11619.200408,0.0202134331413*P^2 + 106.69525559*P + 11619.200408
KPG193_ver2_0_11th_basic_plan_2023,2023,12,44,36,분당복합,#2,2,348.274,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000303543904682,1.03577415664,68.4643176332,0.0253745178337,86.5847391559,5723.22165578,0.0253745178337*P^2 + 86.5847391559*P + 5723.22165578
KPG193_ver2_0_11th_basic_plan_2023,2023,12,45,36,위례열병합,#1,1,412.6,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000270079431099,1.07164584737,83.9186846986,0.0233302381912,92.5718510815,7249.13739172,0.0233302381912*P^2 + 92.5718510815*P + 7249.13739172
KPG193_ver2_0_11th_basic_plan_2023,2023,12,46,36,판교열병합,#1,1,146.314,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000738144951046,1.04012403786,28.8834572776,0.0601598908195,84.7716271281,2354.04392301,0.0601598908195*P^2 + 84.7716271281*P + 2354.04392301
KPG193_ver2_0_11th_basic_plan_2023,2023,12,47,37,논현열병합,#1,1,24,LNG,2023/12,actual,LNG,86703.6803,LNG,0.00433503505152,1.09247970847,4.9762567557,0.353311683605,89.0386906947,405.572188347,0.353311683605*P^2 + 89.0386906947*P + 405.572188347
KPG193_ver2_0_11th_basic_plan_2023,2023,12,48,39,안양열병합,#1,1,481.69,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000215807076579,1.04950332115,95.9466038313,0.0192884168287,93.8025658953,8575.52086489,0.0192884168287*P^2 + 93.8025658953*P + 8575.52086489
KPG193_ver2_0_11th_basic_plan_2023,2023,12,49,39,안양열병합,#2,2,481.69,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000233001971326,1.07485134308,98.2639443954,0.0208252630826,96.0681228017,8782.64025803,0.0208252630826*P^2 + 96.0681228017*P + 8782.64025803
KPG193_ver2_0_11th_basic_plan_2023,2023,12,50,40,안산열병합,#1,1,60,LNG,2023/12,actual,LNG,86703.6803,LNG,0.0019584365208,1.11895094334,12.7420837841,0.169803653987,97.017164863,1104.78555877,0.169803653987*P^2 + 97.017164863*P + 1104.78555877
KPG193_ver2_0_11th_basic_plan_2023,2023,12,51,40,안산복합,#1,1,751.2,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000150813001269,1.05839486252,150.89729743,0.015034310334,105.509715245,15042.7136854,0.015034310334*P^2 + 105.509715245*P + 15042.7136854
KPG193_ver2_0_11th_basic_plan_2023,2023,12,52,40,영흥화력,#1,1,800,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000196327634148,1.68919347105,55.9190617102,0.00788689668932,67.8584777546,2246.38708955,0.00788689668932*P^2 + 67.8584777546*P + 2246.38708955
KPG193_ver2_0_11th_basic_plan_2023,2023,12,53,40,영흥화력,#2,2,800,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000203967682996,1.72684027287,57.165321461,0.00819381362552,69.370829482,2296.45198207,0.00819381362552*P^2 + 69.370829482*P + 2296.45198207
KPG193_ver2_0_11th_basic_plan_2023,2023,12,54,40,영흥화력,#3,3,870,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000164959616414,1.61163309547,58.0197595005,0.00662677701087,64.7427132722,2330.77656697,0.00662677701087*P^2 + 64.7427132722*P + 2330.77656697
KPG193_ver2_0_11th_basic_plan_2023,2023,12,55,40,영흥화력,#4,4,870,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000147097962178,1.68397300874,60.6240398308,0.00590923654709,67.6487607318,2435.39602109,0.00590923654709*P^2 + 67.6487607318*P + 2435.39602109
KPG193_ver2_0_11th_basic_plan_2023,2023,12,56,40,영흥화력,#5,5,870,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000188499884231,1.7631107664,63.4730466427,0.00757243940382,70.8278919919,2549.84665608,0.00757243940382*P^2 + 70.8278919919*P + 2549.84665608
KPG193_ver2_0_11th_basic_plan_2023,2023,12,57,40,영흥화력,#6,6,870,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000152833925354,1.62889998945,58.6413780557,0.00613966233088,65.4363609576,2355.7483003,0.00613966233088*P^2 + 65.4363609576*P + 2355.7483003
KPG193_ver2_0_11th_basic_plan_2023,2023,12,58,43,광교열병합,#1,1,144.788,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000734291656715,1.08161988548,29.7225038182,0.0598458417078,88.1535992715,2422.42744064,0.0598458417078*P^2 + 88.1535992715*P + 2422.42744064
KPG193_ver2_0_11th_basic_plan_2023,2023,12,59,43,수원열병합,#1,1,38.9,LNG,2023/12,actual,LNG,86703.6803,LNG,0.00334882396026,1.19798583106,8.84462536658,0.290355362032,103.8697805,766.861570157,0.290355362032*P^2 + 103.8697805*P + 766.861570157
KPG193_ver2_0_11th_basic_plan_2023,2023,12,60,45,화성열병합,#1,1,511.8,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000221153161828,1.11147729344,107.964017188,0.0200775422968,100.906232525,9801.58774902,0.0200775422968*P^2 + 100.906232525*P + 9801.58774902
KPG193_ver2_0_11th_basic_plan_2023,2023,12,61,47,평택화력,#1,1,350,LNG,2023/12,actual,LNG,86703.6803,LNG,0.0003161939325,1.14313092103,75.9350312384,0.0274151776363,99.1136579184,6583.84667206,0.0274151776363*P^2 + 99.1136579184*P + 6583.84667206
KPG193_ver2_0_11th_basic_plan_2023,2023,12,62,47,평택화력,#2,2,350,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000316134487353,1.08121287888,71.8219866357,0.0274100235232,93.7451357869,6227.23056777,0.0274100235232*P^2 + 93.7451357869*P + 6227.23056777
KPG193_ver2_0_11th_basic_plan_2023,2023,12,63,47,평택화력,#3,3,350,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000319526631005,1.0738599522,71.3335520153,0.027704134862,93.1076099824,6184.8814886,0.027704134862*P^2 + 93.1076099824*P + 6184.8814886
KPG193_ver2_0_11th_basic_plan_2023,2023,12,64,47,평택화력,#4,4,350,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000338402940748,1.10865362693,73.6447997729,0.0293407803872,96.1243496331,6385.27517526,0.0293407803872*P^2 + 96.1243496331*P + 6385.27517526
KPG193_ver2_0_11th_basic_plan_2023,2023,12,65,47,평택복합,#2,2,868.5,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000120458427697,1.06559587498,175.646909453,0.0117632900757,104.060077992,17152.6856718,0.0117632900757*P^2 + 104.060077992*P + 17152.6856718
KPG193_ver2_0_11th_basic_plan_2023,2023,12,66,47,신평택복합,#1,1,863.3,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000129188916257,1.01902405766,166.964575395,0.0126275095066,99.604024466,16319.8734393,0.0126275095066*P^2 + 99.604024466*P + 16319.8734393
KPG193_ver2_0_11th_basic_plan_2023,2023,12,67,48,명품오산열병합,#1,1,436.1,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000236089113339,1.05166158622,87.0442839043,0.020634576855,91.9169525412,7607.81359468,0.020634576855*P^2 + 91.9169525412*P + 7607.81359468
KPG193_ver2_0_11th_basic_plan_2023,2023,12,68,48,동탄열병합,#1,1,378.38,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000273988556632,1.05493362148,75.758517235,0.0232614576846,89.5632069368,6431.85089395,0.0232614576846*P^2 + 89.5632069368*P + 6431.85089395
KPG193_ver2_0_11th_basic_plan_2023,2023,12,69,48,동탄열병합,#2,2,378.38,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000264533063427,0.993798554726,71.3681917077,0.0224586922049,84.3728778745,6059.11499311,0.0224586922049*P^2 + 84.3728778745*P + 6059.11499311
KPG193_ver2_0_11th_basic_plan_2023,2023,12,70,49,오성복합,#1,1,769.83,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000139286184391,1.08177070628,158.05498849,0.013840222628,107.490541669,15705.1917081,0.013840222628*P^2 + 107.490541669*P + 15705.1917081
KPG193_ver2_0_11th_basic_plan_2023,2023,12,71,53,GS당진복합,#1,1,500.75,LNG,2023/12,actual,LNG,86703.6803,LNG,0.00020510041954,0.990586082877,94.1437165984,0.018502281986,89.3616067575,8492.78414747,0.018502281986*P^2 + 89.3616067575*P + 8492.78414747
KPG193_ver2_0_11th_basic_plan_2023,2023,12,72,53,GS당진복합,#2,2,533,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000205931461319,1.05114141091,106.332619844,0.0189227455179,96.5878710059,9770.75135909,0.0189227455179*P^2 + 96.5878710059*P + 9770.75135909
KPG193_ver2_0_11th_basic_plan_2023,2023,12,73,53,GS당진복합,#3,3,382,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000293194829362,1.08699886223,78.8080554593,0.0249380704063,92.4561126024,6703.12242514,0.0249380704063*P^2 + 92.4561126024*P + 6703.12242514
KPG193_ver2_0_11th_basic_plan_2023,2023,12,74,53,GS당진복합,#4,4,846,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000127342815893,1.03700406309,166.505652069,0.012485265474,101.672567349,16324.9670146,0.012485265474*P^2 + 101.672567349*P + 16324.9670146
KPG193_ver2_0_11th_basic_plan_2023,2023,12,75,53,당진화력,#1,1,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000315464962804,1.79487968645,37.1360614063,0.0126728953952,72.1041167648,1491.83420373,0.0126728953952*P^2 + 72.1041167648*P + 1491.83420373
KPG193_ver2_0_11th_basic_plan_2023,2023,12,76,53,당진화력,#2,2,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000303546008409,1.74358469644,36.0747680433,0.0121940857647,70.0434884248,1449.19980258,0.0121940857647*P^2 + 70.0434884248*P + 1449.19980258
KPG193_ver2_0_11th_basic_plan_2023,2023,12,77,53,당진화력,#3,3,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000299823422592,1.72489296017,35.6880360126,0.0120445416117,69.2926018086,1433.6639582,0.0120445416117*P^2 + 69.2926018086*P + 1433.6639582
KPG193_ver2_0_11th_basic_plan_2023,2023,12,78,53,당진화력,#4,4,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000312619092698,1.70840369873,35.3468731869,0.0125585707683,68.6301932685,1419.95872525,0.0125585707683*P^2 + 68.6301932685*P + 1419.95872525
KPG193_ver2_0_11th_basic_plan_2023,2023,12,79,53,당진화력,#5,5,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000319177626185,1.7689140411,36.598832194,0.0128220409429,71.0610218219,1470.25256896,0.0128220409429*P^2 + 71.0610218219*P + 1470.25256896
KPG193_ver2_0_11th_basic_plan_2023,2023,12,80,53,당진화력,#6,6,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000298439074513,1.7598832989,36.4119861344,0.0119889294187,70.6982377896,1462.74656719,0.0119889294187*P^2 + 70.6982377896*P + 1462.74656719
KPG193_ver2_0_11th_basic_plan_2023,2023,12,81,53,당진화력,#7,7,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000299732809005,1.71666995598,35.5179020527,0.0120409014721,68.962266322,1426.82931685,0.0120409014721*P^2 + 68.962266322*P + 1426.82931685
KPG193_ver2_0_11th_basic_plan_2023,2023,12,82,53,당진화력,#8,8,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000292887502875,1.64010756267,33.9338261055,0.0117659110333,65.8865929002,1363.19363257,0.0117659110333*P^2 + 65.8865929002*P + 1363.19363257
KPG193_ver2_0_11th_basic_plan_2023,2023,12,83,53,당진화력,#9,9,1020,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.00014041462763,1.62442400435,68.5630398869,0.00564075284967,65.2565511605,2754.32246021,0.00564075284967*P^2 + 65.2565511605*P + 2754.32246021
KPG193_ver2_0_11th_basic_plan_2023,2023,12,84,53,당진화력,#10,10,1020,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000156296675421,1.76964316497,74.692392245,0.00627876833174,71.0903122714,3000.55152028,0.00627876833174*P^2 + 71.0903122714*P + 3000.55152028
KPG193_ver2_0_11th_basic_plan_2023,2023,12,85,57,아산배방열병합,#1,1,101.7,LNG,2023/12,actual,LNG,86703.6803,LNG,0.0011971795693,1.19427205476,23.0516693974,0.0975718821597,97.3349154814,1878.74469938,0.0975718821597*P^2 + 97.3349154814*P + 1878.74469938
KPG193_ver2_0_11th_basic_plan_2023,2023,12,86,58,대산복합,#1,1,465.8,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000220688924874,1.02361068123,90.4924720884,0.019134541988,88.7508132568,7846.03036951,0.019134541988*P^2 + 88.7508132568*P + 7846.03036951
KPG193_ver2_0_11th_basic_plan_2023,2023,12,87,59,태안IGCC,#1,1,346.33,LNG,2023/12,actual,LNG,86703.6803,LNG,0.000319308277482,1.07537729589,70.6853048364,0.0266654183626,89.8047044651,5902.92628931,0.0266654183626*P^2 + 89.8047044651*P + 5902.92628931
KPG193_ver2_0_11th_basic_plan_2023,2023,12,88,59,태안화력,#1,1,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000308846216079,1.67960608156,34.7510504766,0.0124070063273,67.4733320223,1396.02326562,0.0124070063273*P^2 + 67.4733320223*P + 1396.02326562
KPG193_ver2_0_11th_basic_plan_2023,2023,12,89,59,태안화력,#2,2,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000267761393205,1.62793210148,33.6819158089,0.0107565420159,65.3974788489,1353.07386266,0.0107565420159*P^2 + 65.3974788489*P + 1353.07386266
KPG193_ver2_0_11th_basic_plan_2023,2023,12,90,59,태안화력,#3,3,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000293861546873,1.70386445906,35.2529563165,0.0118050404428,68.4478424016,1416.18588574,0.0118050404428*P^2 + 68.4478424016*P + 1416.18588574
KPG193_ver2_0_11th_basic_plan_2023,2023,12,91,59,태안화력,#4,4,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000315513236011,1.75924207837,36.3987192815,0.0126748346321,70.6724786038,1462.21360963,0.0126748346321*P^2 + 70.6724786038*P + 1462.21360963
KPG193_ver2_0_11th_basic_plan_2023,2023,12,92,59,태안화력,#5,5,500,Coal,2023/12,actual,유연탄,40172.117,Bituminous,0.000284834940473,1.68931960016,34.9520231803,0.0114424225544,67.8635446282,1404.09676459,0.0114424225544*P^2 + 67.8635446282*P + 1404.09676459
