case,year,month,gen_id,bus_id,plant_name_kor,unit_name,unit_number,pmax_mw,gen_type,fuel_cost_source_period,fuel_cost_source_type,fuel_cost_source_fuel,fuel_cost_krw_per_gcal,heat_source_classification,heat_qhc_gcal_per_mw2h,heat_lhc_gcal_per_mwh,heat_nlhc_gcal_per_h,gencost_a_1000krw_per_mw2h,gencost_b_1000krw_per_mwh,gencost_c_1000krw_per_h,final_cost_function_1000krw_per_h
KPG193_ver2_0,2022,12,29,34,서인천복합,#5,5,225,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00188761415112,1.62645069668,44.7801157393,0.169351875369,145.920963516,4017.55654099,0.169351875369*P^2 + 145.920963516*P + 4017.55654099
KPG193_ver2_0,2022,12,30,34,서인천복합,#6,6,225,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00188761415112,1.62645069668,44.7801157393,0.169351875369,145.920963516,4017.55654099,0.169351875369*P^2 + 145.920963516*P + 4017.55654099
KPG193_ver2_0,2022,12,31,34,서인천복합,#7,7,225,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00188761415112,1.62645069668,44.7801157393,0.169351875369,145.920963516,4017.55654099,0.169351875369*P^2 + 145.920963516*P + 4017.55654099
KPG193_ver2_0,2022,12,32,34,서인천복합,#8,8,225,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00188761415112,1.62645069668,44.7801157393,0.169351875369,145.920963516,4017.55654099,0.169351875369*P^2 + 145.920963516*P + 4017.55654099
KPG193_ver2_0,2022,12,33,34,인천복합,#1,1,503.539,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000747454980911,1.44132962641,88.8092530715,0.0670597339484,129.312378334,7967.73723532,0.0670597339484*P^2 + 129.312378334*P + 7967.73723532
KPG193_ver2_0,2022,12,34,34,인천복합,#2,2,508.908,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000738393645619,1.4390384194,89.6135036961,0.0662467743061,129.106817148,8039.892528,0.0662467743061*P^2 + 129.106817148*P + 8039.892528
KPG193_ver2_0,2022,12,35,34,인천복합,#3,3,450,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000850606563463,1.46583944279,80.7162000517,0.0763142280102,131.511335873,7241.64938227,0.0763142280102*P^2 + 131.511335873*P + 7241.64938227
KPG193_ver2_0,2022,12,36,34,포스코에너지복합,#3,3,450,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000850606563463,1.46583944279,80.7162000517,0.0763142280102,131.511335873,7241.64938227,0.0763142280102*P^2 + 131.511335873*P + 7241.64938227
KPG193_ver2_0,2022,12,37,34,포스코에너지복합,#4,4,450,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000850606563463,1.46583944279,80.7162000517,0.0763142280102,131.511335873,7241.64938227,0.0763142280102*P^2 + 131.511335873*P + 7241.64938227
KPG193_ver2_0,2022,12,38,34,포스코에너지복합,#5,5,574.6,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000642173907341,1.41306922258,99.3552566959,0.0576141874423,126.776927757,8913.8974929,0.0576141874423*P^2 + 126.776927757*P + 8913.8974929
KPG193_ver2_0,2022,12,39,34,포스코에너지복합,#6,6,574.6,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000642173907341,1.41306922258,99.3552566959,0.0576141874423,126.776927757,8913.8974929,0.0576141874423*P^2 + 126.776927757*P + 8913.8974929
KPG193_ver2_0,2022,12,40,34,포스코에너지복합,#7,7,375.6,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00104710130104,1.50611954018,69.2224262687,0.093943229302,135.125162369,6210.45762941,0.093943229302*P^2 + 135.125162369*P + 6210.45762941
KPG193_ver2_0,2022,12,41,34,포스코에너지복합,#8,8,375.6,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00104710130104,1.50611954018,69.2224262687,0.093943229302,135.125162369,6210.45762941,0.093943229302*P^2 + 135.125162369*P + 6210.45762941
KPG193_ver2_0,2022,12,42,34,포스코에너지복합,#9,9,375.6,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00104710130104,1.50611954018,69.2224262687,0.093943229302,135.125162369,6210.45762941,0.093943229302*P^2 + 135.125162369*P + 6210.45762941
KPG193_ver2_0,2022,12,43,36,분당복합,#1,1,573.79,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000643216533218,1.41336826054,99.2361941647,0.0577077291481,126.803756673,8903.21550955,0.0577077291481*P^2 + 126.803756673*P + 8903.21550955
KPG193_ver2_0,2022,12,44,36,분당복합,#2,2,348.274,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00114212571119,1.52328134148,64.9176764651,0.102468574408,136.664874938,5824.24657467,0.102468574408*P^2 + 136.664874938*P + 5824.24657467
KPG193_ver2_0,2022,12,45,36,위례열병합,#1,1,412.6,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000939862914049,1.48504254872,74.977319749,0.0843220776818,133.234189032,6726.77183635,0.0843220776818*P^2 + 133.234189032*P + 6726.77183635
KPG193_ver2_0,2022,12,46,36,판교열병합,#1,1,146.314,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00309630942265,1.73490379916,31.0615463245,0.277792899114,155.651096279,2786.76185957,0.277792899114*P^2 + 155.651096279*P + 2786.76185957
KPG193_ver2_0,2022,12,47,37,논현열병합,#1,1,24,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.0207335349844,1.90559127563,5.59632320358,1.86015930775,170.964736635,502.087690504,1.86015930775*P^2 + 170.964736635*P + 502.087690504
KPG193_ver2_0,2022,12,48,39,안양열병합,#1,1,481.69,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000786575373978,1.45095230254,85.5229272088,0.070569514762,130.175700029,7672.89655107,0.070569514762*P^2 + 130.175700029*P + 7672.89655107
KPG193_ver2_0,2022,12,49,39,안양열병합,#2,2,481.69,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000786575373978,1.45095230254,85.5229272088,0.070569514762,130.175700029,7672.89655107,0.070569514762*P^2 + 130.175700029*P + 7672.89655107
KPG193_ver2_0,2022,12,50,40,안산열병합,#1,1,60,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00829341399376,1.90559127563,13.990808009,0.744063723099,170.964736635,1255.21922626,0.744063723099*P^2 + 170.964736635*P + 1255.21922626
KPG193_ver2_0,2022,12,51,40,안산복합,#1,1,751.2,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000471850265981,1.35739093233,124.773487395,0.0423331894338,121.781615095,11194.3556231,0.0423331894338*P^2 + 121.781615095*P + 11194.3556231
KPG193_ver2_0,2022,12,52,40,영흥화력,#1,1,800,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000255,1.763827,283.2192672,0.00911575377,63.0533828427,10124.5376577,0.00911575377*P^2 + 63.0533828427*P + 10124.5376577
KPG193_ver2_0,2022,12,53,40,영흥화력,#2,2,800,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000255,1.763827,283.2192672,0.00911575377,63.0533828427,10124.5376577,0.00911575377*P^2 + 63.0533828427*P + 10124.5376577
KPG193_ver2_0,2022,12,54,40,영흥화력,#3,3,870,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000234482758621,1.763827,308.00095308,0.00838230231724,63.0533828427,11010.4347028,0.00838230231724*P^2 + 63.0533828427*P + 11010.4347028
KPG193_ver2_0,2022,12,55,40,영흥화력,#4,4,870,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000234482758621,1.763827,308.00095308,0.00838230231724,63.0533828427,11010.4347028,0.00838230231724*P^2 + 63.0533828427*P + 11010.4347028
KPG193_ver2_0,2022,12,56,40,영흥화력,#5,5,870,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000234482758621,1.763827,308.00095308,0.00838230231724,63.0533828427,11010.4347028,0.00838230231724*P^2 + 63.0533828427*P + 11010.4347028
KPG193_ver2_0,2022,12,57,40,영흥화력,#6,6,870,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000234482758621,1.763827,308.00095308,0.00838230231724,63.0533828427,11010.4347028,0.00838230231724*P^2 + 63.0533828427*P + 11010.4347028
KPG193_ver2_0,2022,12,58,43,광교열병합,#1,1,144.788,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00313386775488,1.73763435787,30.7859638504,0.281162535857,155.896074967,2762.03731044,0.281162535857*P^2 + 155.896074967*P + 2762.03731044
KPG193_ver2_0,2022,12,59,43,수원열병합,#1,1,38.9,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.0127918981909,1.90559127563,9.07070719247,1.14765612817,170.964736635,813.800465026,1.14765612817*P^2 + 170.964736635*P + 813.800465026
KPG193_ver2_0,2022,12,60,45,화성열병합,#1,1,511.8,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000733597422146,1.43781575572,90.0461835331,0.0658164695008,128.997122914,8078.71144753,0.0658164695008*P^2 + 128.997122914*P + 8078.71144753
KPG193_ver2_0,2022,12,61,47,평택화력,#1,1,350,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00113565095209,1.5221521797,65.191039938,0.101887675714,136.563569454,5848.77204074,0.101887675714*P^2 + 136.563569454*P + 5848.77204074
KPG193_ver2_0,2022,12,62,47,평택화력,#2,2,350,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00113565095209,1.5221521797,65.191039938,0.101887675714,136.563569454,5848.77204074,0.101887675714*P^2 + 136.563569454*P + 5848.77204074
KPG193_ver2_0,2022,12,63,47,평택화력,#3,3,350,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00113565095209,1.5221521797,65.191039938,0.101887675714,136.563569454,5848.77204074,0.101887675714*P^2 + 136.563569454*P + 5848.77204074
KPG193_ver2_0,2022,12,64,47,평택화력,#4,4,350,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00113565095209,1.5221521797,65.191039938,0.101887675714,136.563569454,5848.77204074,0.101887675714*P^2 + 136.563569454*P + 5848.77204074
KPG193_ver2_0,2022,12,65,47,평택복합,#2,2,868.5,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000399335412149,1.32816737224,141.15114996,0.0358273436913,119.159752622,12663.7172867,0.0358273436913*P^2 + 119.159752622*P + 12663.7172867
KPG193_ver2_0,2022,12,66,47,신평택복합,#1,1,863.3,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00040210281946,1.32936432386,140.432475366,0.0360756283408,119.267140035,12599.2396549,0.0360756283408*P^2 + 119.267140035*P + 12599.2396549
KPG193_ver2_0,2022,12,67,48,명품오산열병합,#1,1,436.1,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000881858937287,1.47275453111,78.5919826666,0.0791181104211,132.13173977,7051.07007472,0.0791181104211*P^2 + 132.13173977*P + 7051.07007472
KPG193_ver2_0,2022,12,68,48,동탄열병합,#1,1,378.38,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00103825904094,1.50445448947,69.6576819896,0.0931499245212,134.975778312,6249.50765061,0.0931499245212*P^2 + 134.975778312*P + 6249.50765061
KPG193_ver2_0,2022,12,69,48,동탄열병합,#2,2,378.38,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00103825904094,1.50445448947,69.6576819896,0.0931499245212,134.975778312,6249.50765061,0.0931499245212*P^2 + 134.975778312*P + 6249.50765061
KPG193_ver2_0,2022,12,70,49,오성복합,#1,1,769.83,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000458742592135,1.35241212532,127.398899949,0.0411572027279,121.334929365,11429.9008691,0.0411572027279*P^2 + 121.334929365*P + 11429.9008691
KPG193_ver2_0,2022,12,71,53,GS당진복합,#1,1,500.75,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000752244495811,1.44253094007,88.3909670985,0.0674894368778,129.420157099,7930.20969616,0.0674894368778*P^2 + 129.420157099*P + 7930.20969616
KPG193_ver2_0,2022,12,72,53,GS당진복합,#2,2,533,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000700143127117,1.42908874609,93.2069290031,0.0628150363959,128.214158109,8362.2853827,0.0628150363959*P^2 + 128.214158109*P + 8362.2853827
KPG193_ver2_0,2022,12,73,53,GS당진복합,#3,3,382,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00102695225528,1.50230729504,70.2237358378,0.0921355088609,134.783137562,6300.29254257,0.0921355088609*P^2 + 134.783137562*P + 6300.29254257
KPG193_ver2_0,2022,12,74,53,GS당진복합,#4,4,846,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00041157330932,1.33340698588,138.036799076,0.0369252962762,119.62983725,12384.3057542,0.0369252962762*P^2 + 119.62983725*P + 12384.3057542
KPG193_ver2_0,2022,12,75,53,당진화력,#1,1,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,76,53,당진화력,#2,2,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,77,53,당진화력,#3,3,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,78,53,당진화력,#4,4,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,79,53,당진화력,#5,5,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,80,53,당진화력,#6,6,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,81,53,당진화력,#7,7,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,82,53,당진화력,#8,8,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,83,53,당진화력,#9,9,1020,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.0002,1.763827,361.10456568,0.0071496108,63.0533828427,12908.7855136,0.0071496108*P^2 + 63.0533828427*P + 12908.7855136
KPG193_ver2_0,2022,12,84,53,당진화력,#10,10,1020,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.0002,1.763827,361.10456568,0.0071496108,63.0533828427,12908.7855136,0.0071496108*P^2 + 63.0533828427*P + 12908.7855136
KPG193_ver2_0,2022,12,85,57,아산배방열병합,#1,1,101.7,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00470439765135,1.83218843559,22.8009468022,0.422066429342,164.37922306,2045.64216625,0.422066429342*P^2 + 164.37922306*P + 2045.64216625
KPG193_ver2_0,2022,12,86,58,대산복합,#1,1,465.8,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.000817511204244,1.45827139853,83.1188704864,0.0733449977009,130.832350452,7457.21077959,0.0733449977009*P^2 + 130.832350452*P + 7457.21077959
KPG193_ver2_0,2022,12,87,59,태안IGCC,#1,1,346.33,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00114950136289,1.52456085189,64.6095427197,0.103130298864,136.779669314,5796.60160941,0.103130298864*P^2 + 136.779669314*P + 5796.60160941
KPG193_ver2_0,2022,12,88,59,태안화력,#1,1,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,89,59,태안화력,#2,2,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,90,59,태안화력,#3,3,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,91,59,태안화력,#4,4,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,92,59,태안화력,#5,5,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,93,59,태안화력,#6,6,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,94,59,태안화력,#7,7,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,95,59,태안화력,#8,8,500,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000408,1.763827,177.012042,0.014585206032,63.0533828427,6327.83603607,0.014585206032*P^2 + 63.0533828427*P + 6327.83603607
KPG193_ver2_0,2022,12,96,59,태안화력,#9,9,1050,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000194285714286,1.763827,371.7252882,0.00694533620571,63.0533828427,13288.4556757,0.00694533620571*P^2 + 63.0533828427*P + 13288.4556757
KPG193_ver2_0,2022,12,97,59,태안화력,#10,10,1050,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000194285714286,1.763827,371.7252882,0.00694533620571,63.0533828427,13288.4556757,0.00694533620571*P^2 + 63.0533828427*P + 13288.4556757
KPG193_ver2_0,2022,12,98,62,청주열병합,#1,1,58.3,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00853524596271,1.90559127563,13.594401782,0.76576026391,170.964736635,1219.65468152,0.76576026391*P^2 + 170.964736635*P + 1219.65468152
KPG193_ver2_0,2022,12,99,64,세종천연가스,#1,1,530.441,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.00070402887631,1.43012078233,92.8264183287,0.0631636557961,128.306749739,8328.14694594,0.0631636557961*P^2 + 128.306749739*P + 8328.14694594
KPG193_ver2_0,2022,12,100,70,춘천열병합,#1,1,431.2,LNG,2022/01,base_2022,LNG,89717.422,LNG,0.0008933930206,1.47525286845,77.8407498124,0.080152918641,132.355884156,6983.67139971,0.080152918641*P^2 + 132.355884156*P + 6983.67139971
KPG193_ver2_0,2022,12,101,71,강릉안인화력,#1,1,1040,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.000196153846154,1.763827,368.18504736,0.00701211828462,63.0533828427,13161.898955,0.00701211828462*P^2 + 63.0533828427*P + 13161.898955
KPG193_ver2_0,2022,12,102,73,동해화력,#1,1,200,Coal,2022/01,base_2022,유연탄,35748.054,Bituminous,0.00102,1.763827,70.8048168,0.03646301508,63.0533828427,2531.13441443,0.03646301508*P^2 + 63.0533828427*P + 2531.13441443
